epoch;correct;error
175;90;26.326017261263246
176;89;27.231778596689843
177;93;24.500509383027257
178;91;25.198846207220335
179;93;25.42150227532821
180;86;30.997726166407038
181;89;30.24807368167633
182;83;31.186223293036676
183;84;32.66062212628475
184;88;29.01282976678763
185;92;25.965785467071132
186;87;31.759792891285795
187;92;25.58239602974631
188;89;26.681838295824274
189;90;26.635373340768904
190;86;29.53725273411929
191;89;28.719485558059983
192;89;26.007984195358464
193;88;28.075442369229847
194;92;26.416490245482127
195;88;30.024630896396317
196;87;28.775694184465156
197;92;27.85945833221744
198;86;28.597906413722423
199;90;26.18717146933564
200;88;28.045347302375454
201;88;28.06761402693897
202;86;29.25349030949454
203;85;30.510279702107468
204;91;22.95282066646054
205;88;27.958804868414575
206;90;25.33351421819027
207;86;29.495120559499316
208;87;27.1253150475701
209;89;30.12420155269337
210;94;20.501874244173035
211;85;29.59323289788145
212;85;27.55679423856861
213;91;24.278971581331742
214;92;22.352545877570012
215;83;30.125480747037614
216;94;26.02344065965545
217;93;26.221130494107623
218;90;25.06715813587889
219;89;23.818766700792768
220;87;28.304299498195068
221;91;27.94146571681887
222;86;28.7766627977689
223;85;29.566285304871922
224;89;25.81080176407949
225;87;26.388886654225793
226;92;20.72473365663662
227;90;24.849157358826435
228;88;26.772197424138984
229;89;24.545042726045168
230;87;24.058069090280018
231;91;24.287273827757154
232;88;27.19708110146648
233;80;33.126086764140275
234;86;28.50547400950083
235;87;29.26474544662121
236;89;25.18774662509459
237;88;28.2924558906158
238;89;26.958475906478434
239;92;23.079261067652826
240;86;26.799814706087247
241;85;29.59924674152633
242;93;21.643936345543725
243;86;29.147631549437133
244;91;25.52634966625591
245;93;21.796238939127274
246;88;26.50618407706342
247;91;27.00663579550836
248;86;28.72473030776372
249;91;24.32700098804947
250;84;28.875575910580828
251;92;24.146139733132333
252;91;22.9674191965016
253;92;21.34261004985797
254;88;25.457957933117637
255;90;23.518059956224523
256;87;27.731289297185448
257;88;25.06539680885051
258;87;26.262760862145427
259;89;26.859423228495146
260;91;22.055067790964337
261;86;26.743130619479565
262;91;24.67417041667584
263;88;24.02016734545571
264;86;28.253185722615477
265;89;24.850006102998936
266;88;24.123658924696425
267;88;26.558962102536846
268;94;20.85500803026233
269;92;22.614851353587245
270;90;24.422030000744453
271;87;28.331348583924008
272;89;24.099707022937235
273;79;32.59826160549685
274;91;19.017475034629577
275;81;30.534013127032146
276;84;30.961651813347345
277;93;22.11072260498718
278;92;20.876639866179207
279;85;24.754484732152495
280;89;26.184268751731768
281;94;22.20549063308315
282;91;24.118801561375562
283;93;23.918306722727994
284;81;32.24708777110627
285;89;26.200288319679395
286;89;25.638983675034275
287;96;17.717357277412166
288;90;22.26825180922424
289;90;22.47936527721362
290;90;23.627248729909134
291;97;18.540067924616462
292;88;23.435122556873086
293;94;23.251740910188314
294;91;20.64105661713736
295;89;25.59293674788495
296;90;24.18895547209812
297;90;25.228765096955968
298;92;22.153255432121156
299;94;18.77735585125412
300;84;28.889064715139263
301;93;22.76176682645764
302;93;21.723962049219
303;94;19.434709397280123
304;88;24.618343397970857
305;88;23.39007071632953
306;92;21.454068725869288
307;92;22.815477021258364
308;90;23.15655339273475
309;88;25.783978483140295
310;86;27.01193423984884
311;91;23.048670877951203
312;89;24.05502327882456
313;89;25.761565631247095
314;90;23.72825552827573
315;87;25.547477708435842
316;87;27.05142463966821
317;90;22.882208202667073
318;92;23.21401798886348
319;89;22.513156434831927
320;86;27.65122310501043
321;88;23.09720437129866
322;96;18.793520677575167
323;93;19.79663520412646
324;94;18.282746858386624
325;93;19.710831837526346
326;91;21.064851830295417
327;86;25.123406834697686
328;90;24.269251411285257
329;84;30.57954944961352
330;93;20.139028006152756
331;95;18.028314971583406
332;87;25.36382531433702
333;89;20.65205568667529
334;88;23.98894799490965
335;90;23.056226119497662
336;88;23.21533636938462
337;86;24.068068823887657
338;90;22.89147596528606
339;89;22.732909430195193
340;92;20.565670518283277
341;88;24.288337372614627
342;91;21.756655729167406
343;86;23.15854293462198
344;94;18.685919840949932
345;88;22.48182568880365
346;95;16.8125628038877
347;90;19.376497565477212
348;95;15.191910082786253
349;89;21.63375263112063
350;90;22.313492987522665
351;85;25.71257044260108
352;88;23.3196471108874
353;87;24.15914135904165
354;89;22.168923343668666
355;94;17.935161389353105
356;91;22.53211157670275
357;94;20.24391067650683
358;95;18.09533907956292
359;93;18.86724471491796
360;86;21.960209529142823
361;88;23.910043721772013
362;98;14.9180454117086
363;95;19.29456356031109
364;92;19.973662559323625
365;92;19.147813820702922
366;85;27.06405839472284
367;88;23.21156335226485
368;91;19.380161844892843
369;85;25.61006346386317
370;91;22.643713951659986
371;90;21.931146207876672
372;92;20.542660203274774
373;94;18.534854705791986
374;91;18.508275122766094
375;93;20.184320628762293
376;93;19.343362671605597
377;92;18.950234662726302
378;91;21.06748806196485
379;92;18.723244888100275
380;87;27.55888016303609
381;92;17.970188257904073
382;94;18.772954184863895
383;90;19.15063210348307
384;92;15.576926918599984
385;95;17.8689152487624
386;87;23.401759550188327
387;89;21.659630861789925
388;86;26.172117786291945
389;91;19.274063958425018
390;91;20.37876971284524
391;91;23.050043492490474
392;90;23.16498886488281
393;89;22.286147855604444
394;92;16.336597001339264
395;89;22.939552884093622
396;87;23.835449365375084
397;94;17.28247946262818
398;91;19.911206306510135
399;92;20.88119461294032
400;89;20.611606702904613
401;93;17.577163922883454
402;88;22.665171175351563
403;91;19.52117253524863
404;86;27.614757745470843
405;98;16.964852167248036
406;88;22.549795243137726
407;91;20.428053306458324
408;88;21.99450141119466
409;95;16.027254833697366
410;93;18.675896292207163
411;88;23.49399293274306
412;89;20.386863424919426
413;89;21.81300679241798
414;89;21.644577788873892
415;90;20.731170412991272
416;90;21.15784114017106
417;90;20.464900409104036
418;93;20.31474891006587
419;91;19.488331667079926
420;96;15.394083679771187
421;96;14.070167816099355
422;94;16.70309990954858
423;90;21.414094659652786
424;86;23.90770833360371
425;95;16.37359273042708
426;86;22.27220377370351
427;86;24.51549172513863
428;90;20.264094315271553
429;88;21.770141161420995
430;95;16.677469751448026
431;92;18.568213877841483
432;81;31.85497362527703
433;93;19.300105990248746
434;95;14.945312272418327
435;94;13.95613142016083
436;92;19.05471008442058
437;92;17.878540400697602
438;93;16.528241062520042
439;86;25.15305157641261
440;91;21.655162268086478
441;89;20.426554253468307
442;93;16.673166780208298
443;90;18.571544230181495
444;91;18.901263384752372
445;91;20.35669501872331
446;86;25.025391670393944
447;95;14.254569012375997
448;89;22.91928797961201
449;95;17.715122349842275
450;94;15.88251211114974
451;89;21.215295887606512
452;92;15.079255974146648
453;89;19.198505231082898
454;91;18.73403081826097
455;85;24.256027600082984
456;89;21.531572110648266
457;90;21.811284850268688
458;90;18.675693417433084
459;91;18.348354326965296
460;93;16.34313352236595
461;93;15.713149980310218
462;89;19.434644823265586
463;88;21.545557491156742
464;87;20.83186218224388
465;92;16.77261068416388
466;92;19.54163919213102
467;90;16.94240663922239
468;93;18.01149797264292
469;96;13.144624271187661
470;91;17.076813874945476
471;91;16.009123729687893
472;90;20.208223150165875
473;87;22.065607618367984
474;94;12.998039462532233
475;93;17.54641554839596
476;92;15.784672229032495
477;91;18.980621309961137
478;91;19.647166113095533
479;90;20.377800924734863
480;92;17.590421260738335
481;94;19.002673392870992
482;95;16.601349794043657
483;93;15.576760313786428
484;86;23.998660175548583
485;95;14.22863895928287
486;93;15.885391455717684
487;95;15.262819084974915
488;90;20.277931175268275
489;92;18.333492585832104
490;95;15.154544849746227
491;92;18.918848105557128
492;93;18.0262053240524
493;93;14.78206470563981
494;91;16.580548642540087
495;91;17.59587599411982
496;90;17.04085949706048
497;93;16.956144758665342
498;89;19.235214537869766
499;86;22.658708695848006
500;89;19.484505622216187
501;97;11.948410811725156
502;90;18.210952258153508
503;93;15.393119312247679
504;92;17.744548539891436
505;91;21.300047272511037
506;93;16.31549052367533
507;89;19.500946428945124
508;90;18.82874096928576
509;89;20.62629280399612
510;89;19.560612213457986
511;92;18.645617928188802
512;93;15.403887788183745
513;97;11.622071632277793
514;91;15.731769414196098
515;96;12.830287211139414
516;93;15.103452236403246
517;93;16.339860765550398
518;93;16.868142437545174
519;96;13.272652253684218
520;92;18.54605476080233
521;89;20.81679350354099
522;92;19.957970722895244
523;90;19.954697690881655
524;88;21.553362421568632
525;95;14.110747545589364
526;94;16.55796999910693
527;90;17.619974889604595
528;81;27.682742392590253
529;93;16.161874762417064
530;93;16.451948864591085
531;92;16.571816213991795
532;83;26.36458048008317
533;93;15.88545603172005
534;87;23.450057343403156
535;95;14.19739836186302
536;91;18.792128005201757
537;95;15.532415791953431
538;95;14.814313809433859
539;92;16.627352520695666
540;88;19.83921845230132
541;92;18.29501564017453
542;94;14.771892529881496
543;90;21.448616578011773
544;92;19.428563266050308
545;94;15.178597785803973
546;93;15.607689875734762
547;90;17.274730034297534
548;94;14.024538807928183
549;94;13.436252244887967
550;89;20.20271640154007
551;94;16.3598605044945
552;91;16.83686109968193
553;90;20.08229134881985
554;89;20.1128600310442
555;93;13.734618031768244
556;90;18.523141997038415
557;91;19.73072782562244
558;87;23.686415967408408
559;87;22.12588109678189
560;88;19.84963173831351
561;95;13.058084693744387
562;90;18.594456089089
563;93;15.598944095538268
564;94;14.684837634416382
565;91;18.907828379460714
566;92;19.302161019156102
567;91;19.05168757555332
568;94;15.324580075024375
569;88;21.279717004853275
570;95;16.511361955191976
571;92;18.272965548971676
572;91;16.942468461222457
573;94;16.025856139828612
574;91;20.94363752047285
575;89;21.98977210245516
576;96;12.255428799914881
577;89;20.397257193537104
578;90;18.827412413410638
579;96;12.876064167576299
580;93;15.859355695661241
581;84;22.072162469759082
582;93;16.397829287963113
583;90;16.815193457261593
584;89;21.51109885595395
585;93;15.611276016228281
586;87;18.24535717087334
587;90;19.379916154634152
588;89;20.112018403224457
589;86;24.51665715630678
590;89;19.054709754889565
591;90;16.536851377340035
592;93;15.84643142754002
593;92;17.870924031613537
594;92;18.210348196054763
595;90;19.140715218029847
596;89;20.41901434511353
597;93;14.094100068736273
598;89;20.9199388427553
599;96;12.835356897163061
600;87;21.108504722759143
601;94;13.159547080246952
602;93;14.142116528192224
603;96;11.748973025994434
604;96;11.937962539319331
605;93;16.129529437050792
606;92;15.078385406941393
607;92;15.1743883627045
608;94;16.850308413760647
609;90;17.79589359929878
610;87;19.99768070333102
611;87;20.832714305662883
612;92;15.294931708046557
613;94;15.571702892955875
614;92;16.03241776930662
615;93;14.875945340635491
616;89;20.154719456192772
617;93;15.785175241797678
618;93;15.415760959964988
619;88;18.050934785924646
620;91;17.07919997427952
621;91;17.74835652748112
622;86;21.96717971557864
623;96;13.488802011181697
624;93;16.847941508578007
625;88;19.37469404338326
626;89;17.270445647640386
627;91;14.90941179161089
628;88;18.698541664676895
629;94;14.50618248625153
630;96;12.00066374079717
631;93;14.706563666425515
632;91;18.76196108256492
633;95;12.719330466966474
634;92;15.919052601530547
635;92;16.33564654697559
636;89;19.15215571546891
637;88;18.568015067797337
638;84;24.266662964892333
639;94;14.067058767286314
640;90;17.540893507351203
641;93;15.484611257064216
642;92;18.576280626928906
643;91;16.748025120971835
644;96;13.669194131570253
645;93;13.798207602892258
646;90;17.520168994890987
647;92;15.986529738503473
648;93;13.440130046353882
649;92;15.239871361234632
650;93;13.823099175023357
651;95;13.319080427712857
652;92;15.504876560170873
653;93;14.09015804403031
654;97;11.517121138541127
655;92;15.951421699637494
656;95;12.906758974784449
657;90;16.918565415940023
658;94;14.374847771331623
659;96;9.801949408575481
660;95;12.167092731157982
661;91;17.74936202534259
662;87;21.717439849696888
663;89;19.205788812194125
664;95;13.454631804968225
665;91;15.612408850190574
666;92;14.225816528375853
667;91;15.02537568125972
668;93;14.555936220394925
669;89;17.62666920458909
670;96;11.556194741433922
671;92;18.08633550913219
672;92;16.355967515096335
673;93;13.472513037695817
674;93;14.73478438142405
675;90;17.447417621504567
676;91;17.420897385373706
677;96;11.149245802232924
678;91;16.71828471769936
679;92;16.692216339371505
680;92;15.48642372589233
681;95;11.386011810264401
682;94;12.471610448117609
683;95;15.291241114655493
684;92;16.187659744395614
685;91;18.15728590400965
686;94;12.081760796957049
687;88;19.86105776306812
688;93;13.361170204029568
689;95;10.987120666416653
690;92;14.93863230317222
691;93;17.809725409814348
692;89;20.0168129353025
693;93;15.694251290141763
694;91;14.198161530245846
695;90;19.045153523377387
696;89;16.70261494864587
697;85;22.082649162958404
698;92;17.871790867923874
699;89;19.602466303254648
700;97;11.748884711397023
701;91;17.187251321288564
702;87;21.265428423005453
703;92;14.194979429165661
704;91;17.4656921784962
705;91;15.328866395811524
706;93;15.213580894845236
707;94;12.619211241173922
708;96;12.323138000872918
709;96;10.491480910345349
710;93;17.920586286004788
711;90;18.135225158701626
712;91;15.86725802974133
713;93;15.075481991875314
714;91;16.592412073842574
715;90;16.956002537010352
716;92;14.794066691956136
717;94;14.973290062109907
718;93;17.051526614021206
719;94;15.91966332969128
720;93;16.06669632621196
721;95;15.53047244583589
722;95;12.006371367238069
723;93;12.782017218991921
724;90;16.896212271114333
725;97;11.89037077686994
726;98;9.69925491760401
727;93;15.65575931786715
728;96;13.62603278524231
729;93;15.082438464630185
730;91;14.45486521427253
731;96;12.51498194313655
732;96;11.034977720145589
733;90;16.70150427541275
734;88;17.833993636890405
735;93;15.761153151506822
736;94;12.586970248626796
737;94;11.985926357585589
738;94;15.858715181675505
739;91;17.142713036296414
740;91;13.855427794819994
741;94;12.416569797432373
742;90;14.93255066704528
743;88;22.039773862039183
744;95;12.119807398265676
745;93;15.099870466248195
746;93;14.655845411379532
747;91;18.618809387066676
748;93;14.895605007767445
749;95;12.521602561918067
750;94;13.918605722971439
751;92;12.626129075539263
752;95;14.061096307838984
753;96;11.113942145292642
754;93;15.085311869566699
755;96;8.03572179891559
756;93;11.499209026293553
757;92;15.079295727767457
758;89;17.73616616549052
759;90;18.19536648932716
760;92;14.346441437834178
761;94;13.515010989247811
762;89;19.205906907452654
763;91;17.944373273222922
764;90;19.191866795319335
765;85;21.344179839953764
766;93;15.804427965130598
767;96;10.676418572510192
768;90;15.966140039797022
769;93;14.7211889769222
770;98;11.602406934403037
771;92;18.926064859010108
772;91;15.624151156814449
773;92;13.048690110450172
774;93;16.41086755194302
775;91;16.101935945384124
776;94;13.538303655286818
777;87;21.217190502860614
778;92;17.633473005798397
779;89;17.649385414965415
780;94;12.054589677402683
781;94;13.09419522136538
782;95;10.972861549099655
783;89;17.05944642355592
784;94;13.901589255221165
785;95;12.658124302488288
786;96;11.269396930807396
787;93;15.116274953813303
788;91;18.011665658281046
789;95;11.714147096488885
790;94;12.526063538687596
791;95;12.805284166539828
792;95;12.465568295016912
793;88;18.037942458326384
794;93;12.62221939104765
795;91;16.609962464671927
796;95;9.477290681069594
797;91;17.3553592403338
798;92;16.117929689482228
799;92;14.546992956994481
800;91;15.390534163573117
801;92;13.250023281017805
802;93;15.145479641237218
803;95;13.149429585173646
804;91;14.964057943370303
805;94;12.199943451965105
806;93;14.807018701220347
807;95;10.227154088562962
808;93;14.983457679076084
809;93;13.372578042299532
810;94;11.556594999252892
811;94;11.356808942018024
812;92;15.455992233168137
813;97;8.910175438199106
814;90;15.521460098029417
815;94;14.714860450290793
816;96;10.005897729655572
817;94;12.480148325678417
818;91;15.836089056553211
819;98;7.327590098942951
820;86;22.564702835232644
821;92;13.679074039341415
822;92;13.765621355898904
823;93;14.705776461022735
824;93;14.443272951708265
825;93;13.937211657854654
826;94;11.880199276753759
827;92;12.826648083204432
828;89;17.68785115782414
829;94;12.127094150716614
830;88;17.810826301930913
831;87;24.642052978842944
832;94;11.498126745269696
833;90;15.980289823325974
834;93;12.659735195678198
835;95;11.835933756854084
836;94;12.693700666785432
837;90;15.940978510702328
838;91;17.325273025998662
839;95;13.154329248159145
840;87;21.43068304984371
841;95;11.591736086057765
842;94;10.868151970962751
843;88;19.732355139511554
844;91;14.122328430860009
845;94;13.382883351533945
846;95;10.076949803233683
847;93;14.840082151786063
848;95;12.864688840760431
849;95;11.30850533107416
850;94;15.342627578003778
851;92;14.403304488885267
852;94;10.500499940726648
853;88;18.573846980988957
854;87;19.62267458022606
855;93;17.200204557995733
856;94;13.040102625141683
857;92;14.079789541142862
858;91;14.307803797128928
859;95;10.842328802446719
860;92;15.450114170232265
861;93;13.592555519062708
862;93;14.858401283781939
863;89;18.999150504625803
864;91;15.1124282303725
865;97;9.080236539787876
866;96;9.804935784496838
867;86;21.57174295259623
868;93;12.359631921561949
869;97;10.810257503380887
870;90;16.92271946110576
871;94;13.357310557351507
872;97;11.420471852568916
873;97;9.579735527312163
874;90;17.28111665434698
875;95;11.674951247788668
876;92;14.288052126189294
877;95;12.92256622224074
878;96;11.653702130195391
879;91;14.161192566858642
880;94;14.247880757911934
881;97;10.366124024877047
882;94;12.664945276011217
883;92;17.59833872759016
884;93;13.352470259975718
885;93;15.73807135661473
886;97;10.79313842002973
887;93;11.719109601783304
888;89;16.105100055367085
889;93;15.423109730438833
890;96;8.848222607243907
891;95;12.158377200404583
892;94;12.65215577793641
893;95;11.346849980497067
894;89;18.220801479612994
895;94;13.59065888121477
896;96;10.014800492430666
897;95;9.798194476547422
898;89;15.397733329609833
899;92;14.778293100161747
900;94;12.412345465625524
901;98;8.404639683078463
902;90;16.81966988455823
903;96;9.653374408483998
904;91;14.420979668106181
905;95;10.475390360429735
906;91;16.32878558125745
907;91;13.340322029601081
908;90;15.667315590504742
909;92;13.419051285706676
910;92;14.530759525783596
911;92;15.727321769513786
912;90;21.72575186904068
913;96;13.069176276944566
914;98;7.321004329360004
915;94;13.056692675263895
916;94;13.033264720159771
917;92;14.455322496399875
918;89;16.637698945437965
919;93;13.31565675917046
920;93;13.840039465312532
921;93;11.933819724326726
922;92;13.913224816023178
923;94;11.723371854164128
924;94;10.738583958680266
925;94;12.570657208169266
926;92;14.921429601303808
927;89;19.153567422780398
928;90;14.761550254412203
929;94;11.666262442898722
930;92;13.155161017071789
931;97;9.53055621882931
932;94;13.011931857245246
933;91;14.459567268550801
934;94;13.11192849395693
935;91;17.9510897536108
936;89;17.636958519748543
937;85;18.128662679996708
938;93;13.802177596881975
939;97;10.246486131980452
940;95;13.34095738385279
941;94;13.044496839237677
942;91;15.277403385174885
943;96;9.904254866154409
944;93;12.423857740804314
945;89;17.084326243263927
946;92;13.38801478363638
947;93;13.709323494960996
948;92;14.649123756297886
949;93;13.514048812919338
950;92;14.070807312975306
951;95;11.413627329755425
952;89;15.820162572030119
953;97;9.385566875941104
954;95;9.464234202645285
955;94;11.34304684937752
956;96;9.279865685233124
957;90;17.257569206811183
958;92;13.752466745647453
959;93;11.914543205836214
960;91;14.234258848026881
961;92;14.28548904330791
962;92;12.506382476382285
963;95;11.131312832856286
964;95;11.624456639986134
965;92;14.469044119745591
966;93;13.263957680306149
967;93;10.549096889906622
968;94;12.143909243199943
969;92;12.361490809382103
970;95;12.458777037884705
971;93;14.295109902244429
972;91;15.531237181407299
973;91;14.3760643773324
974;97;9.110672825933504
975;91;13.510963679020252
976;94;12.623043456717651
977;97;11.18161176113475
978;94;14.528682466194788
979;96;10.43012775620506
980;93;12.774157451782775
981;93;14.901118567578019
982;91;12.715904519528669
983;94;14.642793522460666
984;96;11.172109936349127
985;95;12.000689397576034
986;95;12.003180328340475
987;89;18.899548233063026
988;94;12.716733081995642
989;97;9.533673486238078
990;95;8.460014407712682
991;89;17.700888567753744
992;90;15.033561964475755
993;93;14.61736277201645
994;95;11.372193567417629
995;91;14.725019383749096
996;97;9.379862552216231
997;92;14.128527277698382
998;91;15.127040322410611
999;91;14.553664804563773
